"kusaal","english","tier","kus_article","en_article","alignment_origin"
"Adesua Etomi an Dunni Coker (Sid la)","Adesua Etomi as Dunni Coker (The Bride)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Banky Wellington an Dozie Onwuka (Pʋa la)","Banky Wellington as Dozie Onwuka (The Groom)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Richard Mofe Damijo an Chief Felix Onwuka (Dau la saam)","Richard Mofe Damijo as Chief Felix Onwuka (Father of the Groom)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Iretiola Doyle an Lady Obianuju Onwuka (Dau la ma)","Iretiola Doyle as Lady Obianuju Onwuka (Mother of the Groom)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Alibaba Akporobome an Engineer Bamidele Coker (Pua la saam)","Alibaba Akporobome as Engineer Bamidele Coker (Father of the Bride)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Enyinna Nwigwe an Nonso Onwuka (Sid la bier)","Enyinna Nwigwe as Nonso Onwuka (The Groom's Brother)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Somkele Iyamah-Idhalama an Yemisi Disu (Pʋa la zua kanԑ bԑ o nya'aŋ)","Somkele Iyamah-Idhalama as Yemisi Disu (Maid of Honour)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Daniella Down an Deadre Winston (Pʋa la zua)","Daniella Down as Deadre Winston (Bridesmaid)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Ikechukwu Onunaku an Sola (Dau la zua kanԑ bԑ o nya'aŋ)","Ikechukwu Onunaku as Sola (Best Man)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Emmanuel Edunjobi an Woli (Wina'am nid)","Emmanuel Edunjobi as Woli (The priest)","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"ELFIKE Film Collective anԑ Nigeria sʋ'ʋlim sini maanib lʋga anaasi la'as taaba: Ebony Life Films, Film One Distribution, Inkblot Productions nԑ Koga Studios.","The ELFIKE Film Collective is a partnership of four major production houses in Nigeria: EbonyLife Films, FilmOne Distribution, Inkblot Productions and Koga Studios, respectively.","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Sini la da yi paalʋ Toronto nԑ yʋʋm tusayi nԑ piinԑ ayuobʋ Sԑnlʋŋ nwadig daba anii daari bԑ Toronto International Film Festival (TIFF).","The film premiered in Toronto on 8 September 2016 at the Toronto International Film Festival (TIFF).","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Yʋʋm tusayi nԑ piinԑ ayͻpͻi Mͻtul nwadig la ni ka li da yi Netflix na.","In August 2017, the film was made available on Netflix.","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Onԑ ka ba buon Chidumga Izuzu ka o bԑ Pulse Nigeria la ye, ""li anԑ sini kanԑ maan la'ad.","According to Chidumga Izuzu of Pulse Nigeria, ""It is distinctly a comedy movie that sets out to entertain.","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Cinema Axis' Courtney Small da yel ye, ""The Wedding Party ka'a sini kanԑ ka fʋ tuasi tis sͻ'ͻ ka malisim la wʋsa bԑԑ, amaa li anԑ sini kanԑ ma'ad nidib sʋnya.","Cinema Axis' Courtney Small stated, ""The Wedding Party may not offer many surprises from a narrative standpoint, but there is no denying that the film is a pure crowd-pleaser.","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Temitope Adeiye onԑ bԑ thenet.ng da yel ye The Wedding Party anԑ ""sini sʋ'ʋŋ yinnԑ kanԑ ka m gͻs yʋʋm tusayi nԑ piinԑ ayuobʋ ni"".","Temitope Adeiye of thenet.ng stated that The Wedding Party was ""one of the best movies I saw in 2016"".","gold","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"The Wedding Party anԑ nͻŋilim yela sini kanԑ ka Nigeria dim maal yʋʋm tusayi nԑ piinԑ ayuobʋ ni ka onԑ gaad tuoni gosi li maalig yela an Kemi Adetiba.","The Wedding Party is a 2016 Nigerian romantic comedy drama directed by Kemi Adetiba.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Tinuade Coker, da maan sid kulug malima nԑ Dozie Onwuka onԑ ka o dʋ'adib an ligidi dim.","During the day of the wedding between Dunni Coker a 24-year-old art gallery owner who is the only daughter of Engineer Bamidele and Mrs. Tinuade Coker, and the IT entrepreneur Dozie Onwuka, who comes from a very wealthy family.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"O ma ka o yʋ'ʋr buon Lady Obianuju Onwuka da gͻs ka o biig la ye o di pʋ'a kanԑ an nͻŋdaan.","His mother, Lady Obianuju Onwuka, considers her son to be marrying beneath himself.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Pʋ'a la dʋ'adib nԑ o kpi'es sʋnya da pԑlig ya nԑ ban pʋ paas Tinuade Coker yʋ'ʋr di'ema gbaʋŋin la, daʋ la dʋ'adib da dʋk diib kanԑ ka pʋ'a la dʋ'adib pʋ bͻͻda, ka o ma mԑ lԑn pian'a zԑrig pʋ'a la ba'anami tis o zuanam banԑ kԑna la, pʋ'a la nԑ o sid Chief Felix Onwuka da pʋ tʋ'ʋgʋda.","Meanwhile, the bride's parents and female relatives are upset by the omission of Tinuade Coker's name in the announcement in the paper, and the groom's parents share an uncomfortable breakfast while the mother talks disparagingly about the Coker family to her friends and is very cold towards her husband, Chief Felix Onwuka.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Dunni zuanam la'ad o ye o nan zi' digin nԑ daʋ, ka Dozie zuanam mԑ la'ad o bʋnlinԑ sa naam suos di'ema ni la ela.","Dunni is taunted by her female friends about her lack of sexual experience, and Dozie's male friends tease him about the previous night's bachelor's party.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Pʋ'adiir la malima saŋa paae la, nidib banԑ kԑna la maal nԑ summalisim, ya'a ka'a Obianuju Onwuka ma'a zin' I anina ka o ya'am kae anina.","During the wedding ceremony, guests and family are cheerful, with the exception of Obianuju Onwuka who pointedly refuses to pay any attention, to the embarrassment of Felix.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Ban da duoe lͻr yi malima zin'igin la lԑbid diib nԑ di'ema zin'igin la, Dunni da nyԑ pʋ'a pԑtnam ka li bԑ Dozie tuon gԑfa ni ka o sʋnf pԑlig hali.","Afterwards, while the cars are going from the ceremony to the party, Dunni finds a pair of women's underpants in the pocket of Dozie's dress jacket, and is upset.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Diib zin'igin la mԑ lԑn mͻr la'ad bԑdigʋ, Tinuade Coker da nͻk sͻ' ye o dʋg Yoruba diib ka ba saam la di ka bas diib kanԑ ka Obianuju Onwuka maal la.","The dinner had its share of embarrassing incidents, including Tinuade Coker having hired a local Yoruba chef to cook an alternative to the fancy menu set by Obianuju Onwuka.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Sola da yis o nͻͻr kuom na ka ye o yis sini giŋ sia ka ba gͻs, o da pʋ baŋԑ ka tiak linԑ ka Dozie ti'eb ye nidib la gͻs la lԑbis bʋnlinԑ mͻr nyan linԑ pa'al wan wʋʋ Dozie anԑ ninkanԑ gaae o pʋ'a la nya'aŋ, linzug ka pʋ'a la zͻ yi.","When Sola gives his best man's speech, he accidentally shows video footage from the stag night instead of the video prepared by Dozie for the occasion, and the humiliated Dunni leaves the room after having witnessed what looks like Dozie being unfaithful to her.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Sͻ da sial o yi'iŋi an Dozie sabua kʋdʋg ka o yʋ'ʋr buon Rosie, o da ma'a ye on digin nԑ Dozie daar kan nͻͻ - li yelsida anԑ ye Rosie da mͻ ye o digin nԑ o ka lԑԑ gʋ'ʋŋ nԑ.","She is met outside the room by one of Dozie's old girlfriends, Rosie, who claims that she had sex with Dozie earlier that day - in reality, Rosie had tried to seduce him but failed.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Dozie nԑ o bier Nonso nԑ dʋ'adib la da yii ied Dunni amaa ba da kpԑn'ԑ dͻͻg kanԑ ka ba di'es piini la'asi digil la ka na'ayiig bԑ anina ka nͻk malifʋ kpa' ba ka ba pʋ nyaŋi yii.","Dozie, his older brother Nonso, and the two sets of parents set out to look for Dunni but are held up at gunpoint by a thief who has managed to get into the room with the wedding gifts.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Ba da pin'ili yisidi ba zugun yela tisid taaba, Dozie ma da tuasi pa'al o sid o sʋnfʋ ԑԑnti san'am si'em nԑ on na nyԑ ka o dͻl pʋ'abibis, ka Dunni saam mԑ yel ye o tʋʋma ni la ligidi la wʋsa kpԑn'ԑ mͻͻg.","The tense situation causes the couples to open up to each other, with Dozie's mother confessing to her husband how unhappy she had been about his affairs with younger women, and Dunni's father admitting that his company had lost all its money.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Dozie da kpԑn'ԑ lͻr ni nԑ Sola ye ba kԑŋ ia Dunni, O da pian'a pa'al o ye on pʋ san'am o mԑŋa bԑԑ ba pʋ'adiir la.","Dozie goes off in a car with Sola to find Dunni, and convinces her that he has in fact not broken their mutual promise of chastity.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Sola Sobowale an Mrs.","Sola Sobowale as Mrs. Tinuade Coker (Mother of the Bride)","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Tinuade Coker (Pua la ma)","Sola Sobowale as Mrs. Tinuade Coker (Mother of the Bride)","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Beverly Naya an Rosie (Dau la sabua kʋdʋg)","Beverly Naya as Rosie (Groom's Ex-girlfriend)","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"Banԑ da maal sini la anԑ ELFIKE Film Collective.","The film was produced by ELFIKE Film Collective.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Ka onԑ gaad tuoni gͻsi li yela an Kemi Adetiba.","Directed by Kemi Adetiba.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"The Wedding Party nyԑ yʋ'ʋr sʋ'ʋŋ nidib ni.","The Wedding Party has received favourable reviews from critics.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Nollywood nͻŋir da pa'al ye sini la vԑnlim anԑ pisnu nԑ anaasi, kͻbiga pʋʋgin, ka yel ye, ""Man nͻŋ sini si'em la, bakwai kanԑ kԑn na m na lԑn gͻs sini kaŋa ya'as.","Nollywood Reinvented rated the film 54% and stated, ""As a movie lover, I will be watching this again within the next 7 days.","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-unsure"
"Wilfred Okiche onԑ bԑ ynaija da yel si'eli kati wa'ae Kemi Adetiba nԑ on gaad tuoni gͻsi maal sini la anԑ anwa; ""Li ya'a ka'a pian'a bԑdig kanԑ ka sid la saam yina pian'a laa nԑ Sambassa Nzeribe nԑ Hafiz Oyetoro zin'isin la, Adetiba maal si'el wʋsa ka li kԑŋ titua"".","Wilfred Okiche of ynaija has this to say about Kemi Adetiba and her role as director; ""Apart from some red flags, like the overbearing wedding speech by the father of the groom for instance, the haves and haves not sub plot involving Sambassa Nzeribe, and the entire existence of Hafiz Oyetoro's gate crashing character, Adetiba keeps things moving briskly"".","silver","The Wedding Party","The Wedding Party (2016 film)","anchor-confident"
"O da yel o ye li tͻn'ͻ an o zuanam la yinnԑ nͻki niŋ anina, nԑ ban ti paae di'ema zin'igin la.","He convinces her that they had been planted there, probably by one of his friends, and they belatedly arrive at the party.","silver","The Wedding Party","The Wedding Party (2016 film)","adjudicated"
"Theresa Lardi Awuni (Dʋ'anɛ 2 January 1979) anɛ Gaana pɔlitiks nwɛ'ɛd onɛ paas Ma'asim tiig Na'adɔɔg la, National Democratic Congress ni.","Theresa Lardi Awuni (born 2 January 1979) is a Ghanaian politician who is a member of the National Democratic Congress.","gold","Theresa Lardi Awuni","Theresa Lardi Awuni","anchor-confident"
"O anɛ wadmaani tis Okaikwei North Constituency bɛ Greater Accra region sʋ'ʋlim, Ghana.","She is the member of parliament for the Okaikwei North Constituency in the Greater Accra region of Ghana.","gold","Theresa Lardi Awuni","Theresa Lardi Awuni","anchor-confident"
"O yinɛ Winkongo bɛ Upper East Region la.","She hails from Winkongo in the Upper East Region.","gold","Theresa Lardi Awuni","Theresa Lardi Awuni","anchor-confident"
"O da maal o Bachelor of Science degree in Project Management nɛ Ghana Institute of Management and Public Administration yʋʋm tusa ayi nɛ piinɛ anii la ni (2018).","She obtained a Bachelor of Science degree in Project Management from the Ghana Institute of Management and Public Administration in 2018.","gold","Theresa Lardi Awuni","Theresa Lardi Awuni","anchor-confident"
"O da tʋm nɛ National Disaster Management Organization bɛ Ghana la aan ba principal disaster control officer ka lɛn tʋm Langdi Enterprise (an proprietress).","She worked at the National Disaster Management Organization of Ghana as a principal disaster control officer and at Langdi Enterprise (as proprietress).","gold","Theresa Lardi Awuni","Theresa Lardi Awuni","anchor-confident"
"Awuni Ghana Institute of Management and Public Administration TEIN pʋ'ab kpɛɛm (Women's Commissioner).","Awuni is a former Ghana Institute of Management and Public Administration TEIN Women's Commissioner.","gold","Theresa Lardi Awuni","Theresa Lardi Awuni","anchor-confident"
"TEIN (Tertiary Education Institutions Network) anɛ sakur biis banɛ bɛ sakur titada ni ka an Ma'asim tiig Na'adɔɔg, National Democratic Congress dim.","TEIN (Tertiary Education Institutions Network) is the tertiary wing of the National Democratic Congress.","gold","Theresa Lardi Awuni","Theresa Lardi Awuni","anchor-confident"
"O da lɛn an onɛ la'asid pʋ'ab nɔɔr atan tisi o sʋ'ʋlim dim (Constituency Women's Organizer of Okaikwei North Constituency).","She is also a three-time Constituency Women's Organizer of Okaikwei North Constituency.","gold","Theresa Lardi Awuni","Theresa Lardi Awuni","anchor-confident"
"Yʋʋm tusa ayi nɛ piinɛ awai la Nwadisa anii la ni (August 2019), o da nya' National Democratic Congress primaries Okaikwei North Constituency sʋ'ʋlim ka di nya' yʋʋm tusa ayi nɛ pisi Nwadis piinɛ ayi la (December 2020) vɔɔtʋg la.","In August 2019, she contested for the National Democratic Congress primaries for Okaikwei North Constituency and won as the candidate to present the party in the December 2020 Elections.","gold","Theresa Lardi Awuni","Theresa Lardi Awuni","anchor-confident"
